"","title","year","volnum","issuenum","pagenum","primauth","tri_instance","st","ct","site","jstor","ststring","ctstring","comm","avoid","fulltri"
"753","Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits",2012,77,1,104,"Taylor","41AS80",41,"AS","80","http://www.jstor.org/stable/23486302","Texas","Aransas","","","41AS80"
"754","Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits",2012,77,1,104,"Taylor","41BO76",41,"BO","76","http://www.jstor.org/stable/23486302","Texas","Brazoria","","","41BO76"
"755","Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits",2012,77,1,104,"Taylor","41CH1",41,"CH","1","http://www.jstor.org/stable/23486302","Texas","Cherokee","","","41CH1"
"756","Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits",2012,77,1,104,"Taylor","41CH13",41,"CH","13","http://www.jstor.org/stable/23486302","Texas","Cherokee","","","41CH13"
"757","Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits",2012,77,1,104,"Taylor","41CH16",41,"CH","16","http://www.jstor.org/stable/23486302","Texas","Cherokee","","","41CH16"
"758","Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits",2012,77,1,104,"Taylor","41CH32",41,"CH","32","http://www.jstor.org/stable/23486302","Texas","Cherokee","","","41CH32"
"759","Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits",2012,77,1,104,"Taylor","41CH53",41,"CH","53","http://www.jstor.org/stable/23486302","Texas","Cherokee","","","41CH53"
"760","Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits",2012,77,1,104,"Taylor","41CH110",41,"CH","110","http://www.jstor.org/stable/23486302","Texas","Cherokee","","","41CH110"
"761","Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits",2012,77,1,104,"Taylor","41GV1",41,"GV","1","http://www.jstor.org/stable/23486302","Texas","Galveston","","","41GV1"
"762","Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits",2012,77,1,104,"Taylor","41GV5",41,"GV","5","http://www.jstor.org/stable/23486302","Texas","Galveston","","","41GV5"
"763","Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits",2012,77,1,104,"Taylor","41GV10",41,"GV","10","http://www.jstor.org/stable/23486302","Texas","Galveston","","","41GV10"
"764","Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits",2012,77,1,104,"Taylor","41GV66",41,"GV","66","http://www.jstor.org/stable/23486302","Texas","Galveston","","","41GV66"
"765","Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits",2012,77,1,104,"Taylor","41HR80",41,"HR","80","http://www.jstor.org/stable/23486302","Texas","Harris","","","41HR80"
"766","Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits",2012,77,1,104,"Taylor","41SP1",41,"SP","1","http://www.jstor.org/stable/23486302","Texas","San Patricio","","","41SP1"
"767","Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits",2012,77,1,104,"Taylor","41SP78",41,"SP","78","http://www.jstor.org/stable/23486302","Texas","San Patricio","","","41SP78"
"768","Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits",2012,77,1,104,"Taylor","41BT1",41,"BT","1","http://www.jstor.org/stable/23486302","Texas","Burnet","","","41BT1"
"769","Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits",2012,77,1,104,"Taylor","41BL3",41,"BL","3","http://www.jstor.org/stable/23486302","Texas","Bell","","","41BL3"
"770","Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits",2012,77,1,104,"Taylor","41BX1",41,"BX","1","http://www.jstor.org/stable/23486302","Texas","Bexar","","","41BX1"
"771","Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits",2012,77,1,104,"Taylor","41BX952",41,"BX","952","http://www.jstor.org/stable/23486302","Texas","Bexar","","","41BX952"
"772","Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits",2012,77,1,104,"Taylor","41BX1672",41,"BX","1672","http://www.jstor.org/stable/23486302","Texas","Bexar","","","41BX1672"
"773","Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits",2012,77,1,104,"Taylor","41CV1",41,"CV","1","http://www.jstor.org/stable/23486302","Texas","Coryell","","","41CV1"
"774","Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits",2012,77,1,104,"Taylor","41CV14",41,"CV","14","http://www.jstor.org/stable/23486302","Texas","Coryell","","","41CV14"
"775","Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits",2012,77,1,104,"Taylor","41WM8",41,"WM","8","http://www.jstor.org/stable/23486302","Texas","Williamson","","","41WM8"
"776","Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits",2012,77,1,104,"Taylor","41WM9",41,"WM","9","http://www.jstor.org/stable/23486302","Texas","Williamson","","","41WM9"
"777","Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits",2012,77,1,104,"Taylor","41WM10",41,"WM","10","http://www.jstor.org/stable/23486302","Texas","Williamson","","","41WM10"
"778","Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits",2012,77,1,104,"Taylor","41WM15",41,"WM","15","http://www.jstor.org/stable/23486302","Texas","Williamson","","","41WM15"
"779","Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits",2012,77,1,104,"Taylor","41WM139",41,"WM","139","http://www.jstor.org/stable/23486302","Texas","Williamson","","","41WM139"
"780","Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits",2012,77,1,104,"Taylor","41BT55",41,"BT","55","http://www.jstor.org/stable/23486302","Texas","Burnet","","","41BT55"
"781","Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits",2012,77,1,104,"Taylor","41HI55",41,"HI","55","http://www.jstor.org/stable/23486302","Texas","Hill","","","41HI55"
"782","Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits",2012,77,1,104,"Taylor","41WM1",41,"WM","1","http://www.jstor.org/stable/23486302","Texas","Williamson","","","41WM1"
"783","Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits",2012,77,1,104,"Taylor","41WM230",41,"WM","230","http://www.jstor.org/stable/23486302","Texas","Williamson","","","41WM230"
"784","Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits",2012,77,1,104,"Taylor","41WM762",41,"WM","762","http://www.jstor.org/stable/23486302","Texas","Williamson","","","41WM762"
"785","Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits",2012,77,1,104,"Taylor","41CV7",41,"CV","7","http://www.jstor.org/stable/23486302","Texas","Coryell","","","41CV7"
"786","Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits",2012,77,1,104,"Taylor","41CV17",41,"CV","17","http://www.jstor.org/stable/23486302","Texas","Coryell","","","41CV17"
"787","Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits",2012,77,1,104,"Taylor","41CV1594",41,"CV","1594","http://www.jstor.org/stable/23486302","Texas","Coryell","","","41CV1594"
"788","Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits",2012,77,1,104,"Taylor","41TV88",41,"TV","88","http://www.jstor.org/stable/23486302","Texas","Travis","","","41TV88"
"789","Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits",2012,77,1,104,"Taylor","41TV134",41,"TV","134","http://www.jstor.org/stable/23486302","Texas","Travis","","","41TV134"
"790","Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits",2012,77,1,104,"Taylor","41VV74",41,"VV","74","http://www.jstor.org/stable/23486302","Texas","Val Verde","","","41VV74"
"791","Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits",2012,77,1,104,"Taylor","41VV82",41,"VV","82","http://www.jstor.org/stable/23486302","Texas","Val Verde","","","41VV82"
"792","Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits",2012,77,1,104,"Taylor","41VV83",41,"VV","83","http://www.jstor.org/stable/23486302","Texas","Val Verde","","","41VV83"
"793","Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits",2012,77,1,104,"Taylor","41VV87",41,"VV","87","http://www.jstor.org/stable/23486302","Texas","Val Verde","","","41VV87"
"794","Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits",2012,77,1,104,"Taylor","41VV99",41,"VV","99","http://www.jstor.org/stable/23486302","Texas","Val Verde","","","41VV99"
"795","Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits",2012,77,1,104,"Taylor","41VV113",41,"VV","113","http://www.jstor.org/stable/23486302","Texas","Val Verde","","","41VV113"
"796","Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits",2012,77,1,104,"Taylor","41VV162",41,"VV","162","http://www.jstor.org/stable/23486302","Texas","Val Verde","","","41VV162"
"797","Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits",2012,77,1,104,"Taylor","41VV546",41,"VV","546","http://www.jstor.org/stable/23486302","Texas","Val Verde","","","41VV546"
"798","Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits",2012,77,1,104,"Taylor","41VV620",41,"VV","620","http://www.jstor.org/stable/23486302","Texas","Val Verde","","","41VV620"
"799","Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits",2012,77,1,104,"Taylor","41VV674",41,"VV","674","http://www.jstor.org/stable/23486302","Texas","Val Verde","","","41VV674"
"800","Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits",2012,77,1,104,"Taylor","41KM140",41,"KM","140","http://www.jstor.org/stable/23486302","Texas","Val Verde","","","41KM140"
"801","Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits",2012,77,1,105,"Taylor","41AN14",41,"AN","14","http://www.jstor.org/stable/23486302 ","Texas","Anderson","","","41AN14"
"802","Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits",2012,77,1,105,"Taylor","41AN21",41,"AN","21","http://www.jstor.org/stable/23486302 ","Texas","Anderson","","","41AN21"
"803","Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits",2012,77,1,105,"Taylor","41AN32",41,"AN","32","http://www.jstor.org/stable/23486302","Texas","Anderson","","","41AN32"
"804","Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits",2012,77,1,105,"Taylor","41BW3",41,"BW","3","http://www.jstor.org/stable/23486302","Texas","Bowie","","","41BW3"
"805","Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits",2012,77,1,105,"Taylor","41BW4",41,"BW","4","http://www.jstor.org/stable/23486302","Texas","Bowie","","","41BW4"
"806","Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits",2012,77,1,105,"Taylor","41BW8",41,"BW","8","http://www.jstor.org/stable/23486302","Texas","Bowie","","","41BW8"
"807","Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits",2012,77,1,105,"Taylor","41CP3",41,"CP","3","http://www.jstor.org/stable/23486302","Texas","Camp","","","41CP3"
"808","Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits",2012,77,1,105,"Taylor","41CP5",41,"CP","5","http://www.jstor.org/stable/23486302","Texas","Camp","","","41CP5"
"809","Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits",2012,77,1,105,"Taylor","41CS8",41,"CS","8","http://www.jstor.org/stable/23486302","Texas","Cass","","","41CS8"
"810","Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits",2012,77,1,105,"Taylor","41CS10",41,"CS","10","http://www.jstor.org/stable/23486302","Texas","Cass","","","41CS10"
"811","Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits",2012,77,1,105,"Taylor","41CS23",41,"CS","23","http://www.jstor.org/stable/23486302","Texas","Cass","","","41CS23"
"812","Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits",2012,77,1,105,"Taylor","41CS26",41,"CS","26","http://www.jstor.org/stable/23486302","Texas","Cass","","","41CS26"
"813","Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits",2012,77,1,105,"Taylor","41CE3",41,"CE","3","http://www.jstor.org/stable/23486302","Texas","Cherokee","","","41CE3"
"814","Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits",2012,77,1,105,"Taylor","41CE4",41,"CE","4","http://www.jstor.org/stable/23486302","Texas","Cherokee","","","41CE4"
"815","Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits",2012,77,1,105,"Taylor","41CE6",41,"CE","6","http://www.jstor.org/stable/23486302","Texas","Cherokee","","","41CE6"
"816","Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits",2012,77,1,105,"Taylor","41CE12",41,"CE","12","http://www.jstor.org/stable/23486302","Texas","Cherokee","","","41CE12"
"817","Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits",2012,77,1,105,"Taylor","41CE17",41,"CE","17","http://www.jstor.org/stable/23486302","Texas","Cherokee","","","41CE17"
"818","Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits",2012,77,1,105,"Taylor","41CE19",41,"CE","19","http://www.jstor.org/stable/23486302","Texas","Cherokee","","","41CE19"
"819","Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits",2012,77,1,105,"Taylor","41CE290",41,"CE","290","http://www.jstor.org/stable/23486302","Texas","Cherokee","","","41CE290"
"820","Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits",2012,77,1,105,"Taylor","41DT6",41,"DT","6","http://www.jstor.org/stable/23486302","Texas","Delta","","","41DT6"
"821","Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits",2012,77,1,105,"Taylor","41DT11",41,"DT","11","http://www.jstor.org/stable/23486302","Texas","Delta","","","41DT11"
"822","Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits",2012,77,1,105,"Taylor","41DT80",41,"DT","80","http://www.jstor.org/stable/23486302","Texas","Delta","","","41DT80"
"823","Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits",2012,77,1,105,"Taylor","41DT124",41,"DT","124","http://www.jstor.org/stable/23486302","Texas","Delta","","","41DT124"
"824","Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits",2012,77,1,105,"Taylor","41HS13",41,"HS","13","http://www.jstor.org/stable/23486302","Texas","Harrison","","","41HS13"
"825","Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits",2012,77,1,105,"Taylor","41HS74",41,"HS","74","http://www.jstor.org/stable/23486302","Texas","Harrison","","","41HS74"
"826","Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits",2012,77,1,105,"Taylor","41HE46",41,"HE","46","http://www.jstor.org/stable/23486302","Texas","Henderson","","","41HE46"
"827","Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits",2012,77,1,105,"Taylor","41HP1",41,"HP","1","http://www.jstor.org/stable/23486302","Texas","Hopkins","","","41HP1"
"828","Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits",2012,77,1,105,"Taylor","41HP102",41,"HP","102","http://www.jstor.org/stable/23486302","Texas","Hopkins","","","41HP102"
"829","Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits",2012,77,1,105,"Taylor","41LR1",41,"LR","1","http://www.jstor.org/stable/23486302","Texas","Lamar","","","41LR1"
"830","Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits",2012,77,1,105,"Taylor","41LR4",41,"LR","4","http://www.jstor.org/stable/23486302","Texas","Lamar","","","41LR4"
"831","Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits",2012,77,1,105,"Taylor","41MX4",41,"MX","4","http://www.jstor.org/stable/23486302","Texas","Morris","","","41MX4"
"832","Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits",2012,77,1,105,"Taylor","41NA3",41,NA,"3","http://www.jstor.org/stable/23486302","Texas","Nacodogches","","","41NA3"
"833","Collapse of Crucial Resources and Culture Change: A Model for the Woodland to Oneota Transformation in the Upper Midwest",2006,71,3,436,"Theler","47VE643",47,"VE","643","http://www.jstor.org/stable/40035360","Wisconsin","Vernon","","","47VE643"
"834","Collapse of Crucial Resources and Culture Change: A Model for the Woodland to Oneota Transformation in the Upper Midwest",2006,71,3,436,"Theler","47GT377",47,"GT","377","http://www.jstor.org/stable/40035360","Wisconsin","Grant","","","47GT377"
"835","Collapse of Crucial Resources and Culture Change: A Model for the Woodland to Oneota Transformation in the Upper Midwest",2006,71,3,436,"Theler","13AM103",13,"AM","103","http://www.jstor.org/stable/40035360","Illinois","Allamakee","","","13AM103"
"836","Collapse of Crucial Resources and Culture Change: A Model for the Woodland to Oneota Transformation in the Upper Midwest",2006,71,3,436,"Theler","47JE1",47,"JE","1","http://www.jstor.org/stable/40035360","Wisconsin","Jefferson","","","47JE1"
"837","Collapse of Crucial Resources and Culture Change: A Model for the Woodland to Oneota Transformation in the Upper Midwest",2006,71,3,439,"Theler","11JD12",11,"JD","12","http://www.jstor.org/stable/40035360","Illinois","Jo Davies","","","11JD12"
"838","Collapse of Crucial Resources and Culture Change: A Model for the Woodland to Oneota Transformation in the Upper Midwest",2006,71,3,439,"Theler","11JD140",11,"JD","140","http://www.jstor.org/stable/40035360","Illinois","Jo Davies","","","11JD140"
"839","Collapse of Crucial Resources and Culture Change: A Model for the Woodland to Oneota Transformation in the Upper Midwest",2006,71,3,439,"Theler","47PE12",47,"PE","12","http://www.jstor.org/stable/40035360","Wisconsin","Pepin","","","47PE12"
"840","Collapse of Crucial Resources and Culture Change: A Model for the Woodland to Oneota Transformation in the Upper Midwest",2006,71,3,439,"Theler","47FD10",47,"FD","10","http://www.jstor.org/stable/40035360","Wisconsin","Fond Du Lac","","","47FD10"
"841","Collapse of Crucial Resources and Culture Change: A Model for the Woodland to Oneota Transformation in the Upper Midwest",2006,71,3,414,"Theler","13WD8",13,"WD","8","http://www.jstor.org/stable/40035360","Iowa","Woodbury","","","13WD8"
"842","Collapse of Crucial Resources and Culture Change: A Model for the Woodland to Oneota Transformation in the Upper Midwest",2006,71,3,439,"Theler","13WD6",13,"WD","6","http://www.jstor.org/stable/40035360","Iowa","Woodbury","","","13WD6"
"843","Collapse of Crucial Resources and Culture Change: A Model for the Woodland to Oneota Transformation in the Upper Midwest",2006,71,3,439,"Theler","11CK4",11,"CK","4","http://www.jstor.org/stable/40035360","Illinois","Cherokee","","","11CK4"
"844","Collapse of Crucial Resources and Culture Change: A Model for the Woodland to Oneota Transformation in the Upper Midwest",2006,71,3,439,"Theler","11CK53",11,"CK","53","http://www.jstor.org/stable/40035360","Illinois","Cherokee","","","11CK53"
"845","Collapse of Crucial Resources and Culture Change: A Model for the Woodland to Oneota Transformation in the Upper Midwest",2006,71,3,439,"Theler","13LA1",13,"LA","1","http://www.jstor.org/stable/40035360","Iowa","Louisa","","","13LA1"
"846","Collapse of Crucial Resources and Culture Change: A Model for the Woodland to Oneota Transformation in the Upper Midwest",2006,71,3,439,"Theler","47IA80",47,"IA","80","http://www.jstor.org/stable/40035360","Wisconsin","Iowa","","","47IA80"
"847","Collapse of Crucial Resources and Culture Change: A Model for the Woodland to Oneota Transformation in the Upper Midwest",2006,71,3,440,"Theler","47DR83",47,"DR","83","http://www.jstor.org/stable/40035360","Wisconsin","Door","","","47DR83"
"848","Collapse of Crucial Resources and Culture Change: A Model for the Woodland to Oneota Transformation in the Upper Midwest",2006,71,3,440,"Theler","47WN350",47,"WN","350","http://www.jstor.org/stable/40035360","Wisconsin","Winnebago","","","47WN350"
"849","Collapse of Crucial Resources and Culture Change: A Model for the Woodland to Oneota Transformation in the Upper Midwest",2006,71,3,441,"Theler","47VE825",47,"VE","825","http://www.jstor.org/stable/40035360","Wisconsin","Vernon","","","47VE825"
"850","Collapse of Crucial Resources and Culture Change: A Model for the Woodland to Oneota Transformation in the Upper Midwest",2006,71,3,441,"Theler","47LC42",47,"LC","42","http://www.jstor.org/stable/40035360","Wisconsin","La Crosse","","","47LC42"
"851","Collapse of Crucial Resources and Culture Change: A Model for the Woodland to Oneota Transformation in the Upper Midwest",2006,71,3,444,"Theler","47VE927",47,"VE","927","http://www.jstor.org/stable/40035360","Wisconsin","Vernon","","","47VE927"
"852","Collapse of Crucial Resources and Culture Change: A Model for the Woodland to Oneota Transformation in the Upper Midwest",2006,71,3,447,"Theler","47VE63",47,"VE","63","http://www.jstor.org/stable/40035360","Wisconsin","Vernon","","","47VE63"
"853","Collapse of Crucial Resources and Culture Change: A Model for the Woodland to Oneota Transformation in the Upper Midwest",2006,71,3,448,"Theler","47CR569",47,"CR","569","http://www.jstor.org/stable/40035360","Wisconsin","Crawford","","","47CR569"
"854","Collapse of Crucial Resources and Culture Change: A Model for the Woodland to Oneota Transformation in the Upper Midwest",2006,71,3,452,"Theler","47IA80",47,"IA","80","http://www.jstor.org/stable/40035360","Wisconsin","Iowa","","","47IA80"
"855","Collapse of Crucial Resources and Culture Change: A Model for the Woodland to Oneota Transformation in the Upper Midwest",2006,71,3,243,"Theler","21GD4",21,"GD","4","http://www.jstor.org/stable/40035360","Minnesota","Goodhue","","","21GD4"
"856","Collapse of Crucial Resources and Culture Change: A Model for the Woodland to Oneota Transformation in the Upper Midwest",2006,71,3,453,"Theler","47GT53",47,"GT","53","http://www.jstor.org/stable/40035360","Wisconsin","Grant","","","47GT53"
"857","Collapse of Crucial Resources and Culture Change: A Model for the Woodland to Oneota Transformation in the Upper Midwest",2006,71,3,454,"Theler","47GT377",47,"GT","377","http://www.jstor.org/stable/40035360","Wisconsin","Grant","","","47GT377"
"858","Collapse of Crucial Resources and Culture Change: A Model for the Woodland to Oneota Transformation in the Upper Midwest",2006,71,3,454,"Theler","11OK21",11,"OK","21","http://www.jstor.org/stable/40035360","Illinois","Ogle","","","11OK21"
"859","Collapse of Crucial Resources and Culture Change: A Model for the Woodland to Oneota Transformation in the Upper Midwest",2006,71,3,456,"Theler","47DA642",47,"DA","642","http://www.jstor.org/stable/40035360","Wisconsin","Dane","","","47DA642"
"860","Collapse of Crucial Resources and Culture Change: A Model for the Woodland to Oneota Transformation in the Upper Midwest",2006,71,3,456,"Theler","47DO47",47,"DO","47","http://www.jstor.org/stable/40035360","Wisconsin","Dodge","","","47DO47"
"861","Collapse of Crucial Resources and Culture Change: A Model for the Woodland to Oneota Transformation in the Upper Midwest",2006,71,3,456,"Theler","47WI110",47,"WI","110","http://www.jstor.org/stable/40035360","Wisconsin","Washington","","","47WI110"
"862","Collapse of Crucial Resources and Culture Change: A Model for the Woodland to Oneota Transformation in the Upper Midwest",2006,71,3,456,"Theler","11S47",11,"S","47","http://www.jstor.org/stable/40035360","Illinois","Mason","","","11S47"
"863","Collapse of Crucial Resources and Culture Change: A Model for the Woodland to Oneota Transformation in the Upper Midwest",2006,71,3,456,"Theler","11MS517",11,"MS","517","http://www.jstor.org/stable/40035360","Illinois","Mason","","","11MS517"
"864","Collapse of Crucial Resources and Culture Change: A Model for the Woodland to Oneota Transformation in the Upper Midwest",2006,71,3,456,"Theler","11MO608",11,"MO","608","http://www.jstor.org/stable/40035360","Illinois","Monroe","","","11MO608"
"865","Collapse of Crucial Resources and Culture Change: A Model for the Woodland to Oneota Transformation in the Upper Midwest",2006,71,3,456,"Theler","47VE643",47,"VE","643","http://www.jstor.org/stable/40035360","Wisconsin","Vernon","","","47VE643"
"866","Collapse of Crucial Resources and Culture Change: A Model for the Woodland to Oneota Transformation in the Upper Midwest",2006,71,3,456,"Theler","21GD4",21,"GD","4","http://www.jstor.org/stable/40035360","Minnesota","Goodhue","","","21GD4"
"867","Collapse of Crucial Resources and Culture Change: A Model for the Woodland to Oneota Transformation in the Upper Midwest",2006,71,3,458,"Theler","47PI2",47,"PI","2","http://www.jstor.org/stable/40035360","Wisconsin","Pepin","","","47PI2"
"868","Collapse of Crucial Resources and Culture Change: A Model for the Woodland to Oneota Transformation in the Upper Midwest",2006,71,3,459,"Theler","13DB486",13,"DB","486","http://www.jstor.org/stable/40035360","Iowa","Dubuque","","","13DB486"
"869","Collapse of Crucial Resources and Culture Change: A Model for the Woodland to Oneota Transformation in the Upper Midwest",2006,71,3,459,"Theler","11JD140",11,"JD","140","http://www.jstor.org/stable/40035360","Illinois","Jo Daviess","","","11JD140"
"870","Collapse of Crucial Resources and Culture Change: A Model for the Woodland to Oneota Transformation in the Upper Midwest",2006,71,3,461,"Theler","21HU18",21,"HU","18","http://www.jstor.org/stable/40035360","Minnesota","Houston","","","21HU18"
"871","Evaluating Mobility, Monumentality, and Feasting at the Sapelo Island Shell Ring Complex",2011,76,2,321,"Thompson","9MC23",9,"MC","23","http://www.jstor.org/stable/41331892","Georgia","Mcintosh","","","9MC23"
"872","The Adoption of the Bow and Arrow",2013,78,3,557,"Tomka","16CD12",16,"CD","12","http://www.jstor.org/stable/43184897","Lousiana","Casso","","","16CD12"
"873","Steatite Vessel Age and Occurence in Temperate Eastern North America",2004,69,3,498,"Truncer","38BK984",38,"BK","984","http://www.jstor.org/stable/4128403","South Carolina","Berkeley","","","38BK984"
"874","Steatite Vessel Age and Occurence in Temperate Eastern North America",2004,69,3,498,"Truncer","9DW77",9,"DW","77","http://www.jstor.org/stable/4128403","Georgia","Dawson","","","9DW77"
"875","Steatite Vessel Age and Occurence in Temperate Eastern North America",2004,69,3,498,"Truncer","9RO20",9,"RO","20","http://www.jstor.org/stable/4128403","Georgia","Rockdale","","","9RO20"
"876","Steatite Vessel Age and Occurence in Temperate Eastern North America",2004,69,3,498,"Truncer","8WL1005",8,"WL","1005","http://www.jstor.org/stable/4128403","Florida","Walton","","","8WL1005"
"877","Steatite Vessel Age and Occurence in Temperate Eastern North America",2004,69,3,499,"Truncer","9CK713",9,"CK","713","http://www.jstor.org/stable/4128403","Georgia","Cherokee","","","9CK713"
"878","Steatite Vessel Age and Occurence in Temperate Eastern North America",2004,69,3,501,"Truncer","8WL1278",8,"WL","1278","http://www.jstor.org/stable/4128403","Florida","Walton","","","8WL1278"
"879","A Second Drilled Tooth from Prehistoric Western North America",2004,69,2,357,"Turner","NA9099",NA,NA,"9099","http://www.jstor.org/stable/4128425","Arizona","","UNKNOWN STATE - JW Note, non-Smithsonian standard site number, NA is Museum of Northern Arizona","High, non-standard site number","NANA9099"
"880","A Second Drilled Tooth from Prehistoric Western North America",2004,69,2,357,"Turner","NA3501",NA,NA,"3501","http://www.jstor.org/stable/4128425","Arizona","","UNKNOWN STATE - JW Note, non-Smithsonian standard site number, NA is Museum of Northern Arizona","High, non-standard site number","NANA3501"
"881","A Symmetry Analysis of Design Structure: 1,000 Years of Continuity and Change in Puebloan Ceramic Design",2010,75,4,751,"Washburn","5MT4684",5,"MT","4684","http://www.jstor.org/stable/25766230","Colorado","Montezuma","","","5MT4684"
"882","A Symmetry Analysis of Design Structure: 1,000 Years of Continuity and Change in Puebloan Ceramic Design",2010,75,4,751,"Washburn","5MT2193",5,"MT","2193","http://www.jstor.org/stable/25766230","Colorado","Montezuma","","","5MT2193"
