Title,Year ,Volume Number,Issue Number,Page Number,Primary Author's Last Name,Trinomial Instance,JSTOR LINK,State,County ,Comments,Avoid (H/M/L)
Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits,2012,77,1,104,Taylor,41CH13,http://www.jstor.org/stable/23486302,Texas,Cherokee,,
Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits,2012,77,1,104,Taylor,41CH16,http://www.jstor.org/stable/23486302,Texas,Cherokee,,
Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits,2012,77,1,104,Taylor,41CH32,http://www.jstor.org/stable/23486302,Texas,Cherokee,,
Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits,2012,77,1,104,Taylor,41CH53,http://www.jstor.org/stable/23486302,Texas,Cherokee,,
Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits,2012,77,1,104,Taylor,41CH110,http://www.jstor.org/stable/23486302,Texas,Cherokee,,
Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits,2012,77,1,104,Taylor,41GV1,http://www.jstor.org/stable/23486302,Texas,Galveston,,
Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits,2012,77,1,104,Taylor,41GV5,http://www.jstor.org/stable/23486302,Texas,Galveston,,
Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits,2012,77,1,104,Taylor,41GV10,http://www.jstor.org/stable/23486302,Texas,Galveston,,
Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits,2012,77,1,104,Taylor,41GV66,http://www.jstor.org/stable/23486302,Texas,Galveston,,
Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits,2012,77,1,104,Taylor,41HR80,http://www.jstor.org/stable/23486302,Texas,Harris,,
Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits,2012,77,1,104,Taylor,41SP1,http://www.jstor.org/stable/23486302,Texas,San Patricio,,
Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits,2012,77,1,104,Taylor,41SP78,http://www.jstor.org/stable/23486302,Texas,San Patricio,,
Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits,2012,77,1,104,Taylor,41BT1,http://www.jstor.org/stable/23486302,Texas,Burnet,,
Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits,2012,77,1,104,Taylor,41BL3,http://www.jstor.org/stable/23486302,Texas,Bell,,
Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits,2012,77,1,104,Taylor,41BX1,http://www.jstor.org/stable/23486302,Texas,Bexar,,
Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits,2012,77,1,104,Taylor,41BX952,http://www.jstor.org/stable/23486302,Texas,Bexar,,
Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits,2012,77,1,104,Taylor,41BX1672,http://www.jstor.org/stable/23486302,Texas,Bexar,,
Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits,2012,77,1,104,Taylor,41CV1,http://www.jstor.org/stable/23486302,Texas,Coryell,,
Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits,2012,77,1,104,Taylor,41CV14,http://www.jstor.org/stable/23486302,Texas,Coryell,,
Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits,2012,77,1,104,Taylor,41WM8,http://www.jstor.org/stable/23486302,Texas,Williamson,,
Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits,2012,77,1,104,Taylor,41WM9,http://www.jstor.org/stable/23486302,Texas,Williamson,,
Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits,2012,77,1,104,Taylor,41WM10,http://www.jstor.org/stable/23486302,Texas,Williamson,,
Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits,2012,77,1,104,Taylor,41WM15,http://www.jstor.org/stable/23486302,Texas,Williamson,,
Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits,2012,77,1,104,Taylor,41WM139,http://www.jstor.org/stable/23486302,Texas,Williamson,,
Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits,2012,77,1,104,Taylor,41BT55,http://www.jstor.org/stable/23486302,Texas,Burnet,,
Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits,2012,77,1,104,Taylor,41HI55,http://www.jstor.org/stable/23486302,Texas,Hill,,
Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits,2012,77,1,104,Taylor,41WM1,http://www.jstor.org/stable/23486302,Texas,Williamson,,
Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits,2012,77,1,104,Taylor,41WM230,http://www.jstor.org/stable/23486302,Texas,Williamson,,
Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits,2012,77,1,104,Taylor,41WM762,http://www.jstor.org/stable/23486302,Texas,Williamson,,
Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits,2012,77,1,104,Taylor,41CV7,http://www.jstor.org/stable/23486302,Texas,Coryell,,
Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits,2012,77,1,104,Taylor,41CV17,http://www.jstor.org/stable/23486302,Texas,Coryell,,
Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits,2012,77,1,104,Taylor,41CV1594,http://www.jstor.org/stable/23486302,Texas,Coryell,,
Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits,2012,77,1,104,Taylor,41TV88,http://www.jstor.org/stable/23486302,Texas,Travis,,
Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits,2012,77,1,104,Taylor,41TV134,http://www.jstor.org/stable/23486302,Texas,Travis,,
Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits,2012,77,1,104,Taylor,41VV74,http://www.jstor.org/stable/23486302,Texas,Val Verde,,
Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits,2012,77,1,104,Taylor,41VV82,http://www.jstor.org/stable/23486302,Texas,Val Verde,,
Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits,2012,77,1,104,Taylor,41VV83,http://www.jstor.org/stable/23486302,Texas,Val Verde,,
Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits,2012,77,1,104,Taylor,41VV87,http://www.jstor.org/stable/23486302,Texas,Val Verde,,
Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits,2012,77,1,104,Taylor,41VV99,http://www.jstor.org/stable/23486302,Texas,Val Verde,,
Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits,2012,77,1,104,Taylor,41VV113,http://www.jstor.org/stable/23486302,Texas,Val Verde,,
Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits,2012,77,1,104,Taylor,41VV162,http://www.jstor.org/stable/23486302,Texas,Val Verde,,
Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits,2012,77,1,104,Taylor,41VV546,http://www.jstor.org/stable/23486302,Texas,Val Verde,,
Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits,2012,77,1,104,Taylor,41VV620,http://www.jstor.org/stable/23486302,Texas,Val Verde,,
Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits,2012,77,1,104,Taylor,41VV674,http://www.jstor.org/stable/23486302,Texas,Val Verde,,
Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits,2012,77,1,104,Taylor,41KM140,http://www.jstor.org/stable/23486302,Texas,Val Verde,,
Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits,2012,77,1,105,Taylor,41AN14,http://www.jstor.org/stable/23486302 ,Texas,Anderson,,
Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits,2012,77,1,105,Taylor,41AN21,http://www.jstor.org/stable/23486302 ,Texas,Anderson,,
Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits,2012,77,1,105,Taylor,41AN32,http://www.jstor.org/stable/23486302,Texas,Anderson,,
Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits,2012,77,1,105,Taylor,41BW3,http://www.jstor.org/stable/23486302,Texas,Bowie,,
Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits,2012,77,1,105,Taylor,41BW4,http://www.jstor.org/stable/23486302,Texas,Bowie,,
Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits,2012,77,1,105,Taylor,41BW8,http://www.jstor.org/stable/23486302,Texas,Bowie,,
Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits,2012,77,1,105,Taylor,41CP3,http://www.jstor.org/stable/23486302,Texas,Camp,,
Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits,2012,77,1,105,Taylor,41CP5,http://www.jstor.org/stable/23486302,Texas,Camp,,
Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits,2012,77,1,105,Taylor,41CS8,http://www.jstor.org/stable/23486302,Texas,Cass,,
Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits,2012,77,1,105,Taylor,41CS10,http://www.jstor.org/stable/23486302,Texas,Cass,,
Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits,2012,77,1,105,Taylor,41CS23,http://www.jstor.org/stable/23486302,Texas,Cass,,
Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits,2012,77,1,105,Taylor,41CS26,http://www.jstor.org/stable/23486302,Texas,Cass,,
Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits,2012,77,1,105,Taylor,41CE3,http://www.jstor.org/stable/23486302,Texas,Cherokee,,
Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits,2012,77,1,105,Taylor,41CE4,http://www.jstor.org/stable/23486302,Texas,Cherokee,,
Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits,2012,77,1,105,Taylor,41CE6,http://www.jstor.org/stable/23486302,Texas,Cherokee,,
Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits,2012,77,1,105,Taylor,41CE12,http://www.jstor.org/stable/23486302,Texas,Cherokee,,
Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits,2012,77,1,105,Taylor,41CE17,http://www.jstor.org/stable/23486302,Texas,Cherokee,,
Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits,2012,77,1,105,Taylor,41CE19,http://www.jstor.org/stable/23486302,Texas,Cherokee,,
Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits,2012,77,1,105,Taylor,41CE290,http://www.jstor.org/stable/23486302,Texas,Cherokee,,
Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits,2012,77,1,105,Taylor,41DT6,http://www.jstor.org/stable/23486302,Texas,Delta,,
Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits,2012,77,1,105,Taylor,41DT11,http://www.jstor.org/stable/23486302,Texas,Delta,,
Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits,2012,77,1,105,Taylor,41DT80,http://www.jstor.org/stable/23486302,Texas,Delta,,
Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits,2012,77,1,105,Taylor,41DT124,http://www.jstor.org/stable/23486302,Texas,Delta,,
Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits,2012,77,1,105,Taylor,41HS13,http://www.jstor.org/stable/23486302,Texas,Harrison,,
Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits,2012,77,1,105,Taylor,41HS74,http://www.jstor.org/stable/23486302,Texas,Harrison,,
Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits,2012,77,1,105,Taylor,41HE46,http://www.jstor.org/stable/23486302,Texas,Henderson,,
Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits,2012,77,1,105,Taylor,41HP1,http://www.jstor.org/stable/23486302,Texas,Hopkins,,
Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits,2012,77,1,105,Taylor,41HP102,http://www.jstor.org/stable/23486302,Texas,Hopkins,,
Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits,2012,77,1,105,Taylor,41LR1,http://www.jstor.org/stable/23486302,Texas,Lamar,,
Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits,2012,77,1,105,Taylor,41LR4,http://www.jstor.org/stable/23486302,Texas,Lamar,,
Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits,2012,77,1,105,Taylor,41MX4,http://www.jstor.org/stable/23486302,Texas,Morris,,
Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits,2012,77,1,105,Taylor,41NA3,http://www.jstor.org/stable/23486302,Texas,Nacodogches,,
Collapse of Crucial Resources and Culture Change: A Model for the Woodland to Oneota Transformation in the Upper Midwest,2006,71,3,436,Theler,47VE643,http://www.jstor.org/stable/40035360,Wisconsin,Vernon,,
Collapse of Crucial Resources and Culture Change: A Model for the Woodland to Oneota Transformation in the Upper Midwest,2006,71,3,436,Theler,47GT377,http://www.jstor.org/stable/40035360,Wisconsin,Grant,,
Collapse of Crucial Resources and Culture Change: A Model for the Woodland to Oneota Transformation in the Upper Midwest,2006,71,3,436,Theler,13AM103,http://www.jstor.org/stable/40035360,Illinois,Allamakee,,
Collapse of Crucial Resources and Culture Change: A Model for the Woodland to Oneota Transformation in the Upper Midwest,2006,71,3,436,Theler,47JE1,http://www.jstor.org/stable/40035360,Wisconsin,Jefferson,,
Collapse of Crucial Resources and Culture Change: A Model for the Woodland to Oneota Transformation in the Upper Midwest,2006,71,3,439,Theler,11JD12,http://www.jstor.org/stable/40035360,Illinois,Jo Davies,,
Collapse of Crucial Resources and Culture Change: A Model for the Woodland to Oneota Transformation in the Upper Midwest,2006,71,3,439,Theler,11JD140,http://www.jstor.org/stable/40035360,Illinois,Jo Davies,,
Collapse of Crucial Resources and Culture Change: A Model for the Woodland to Oneota Transformation in the Upper Midwest,2006,71,3,439,Theler,47PE12,http://www.jstor.org/stable/40035360,Wisconsin,Pepin,,
Collapse of Crucial Resources and Culture Change: A Model for the Woodland to Oneota Transformation in the Upper Midwest,2006,71,3,439,Theler,47FD10,http://www.jstor.org/stable/40035360,Wisconsin,Fond Du Lac,,
Collapse of Crucial Resources and Culture Change: A Model for the Woodland to Oneota Transformation in the Upper Midwest,2006,71,3,414,Theler,13WD8,http://www.jstor.org/stable/40035360,Iowa,Woodbury,,
Collapse of Crucial Resources and Culture Change: A Model for the Woodland to Oneota Transformation in the Upper Midwest,2006,71,3,439,Theler,13WD6,http://www.jstor.org/stable/40035360,Iowa,Woodbury,,
Collapse of Crucial Resources and Culture Change: A Model for the Woodland to Oneota Transformation in the Upper Midwest,2006,71,3,439,Theler,11CK4,http://www.jstor.org/stable/40035360,Illinois,Cherokee,,
Collapse of Crucial Resources and Culture Change: A Model for the Woodland to Oneota Transformation in the Upper Midwest,2006,71,3,439,Theler,11CK53,http://www.jstor.org/stable/40035360,Illinois,Cherokee,,
Collapse of Crucial Resources and Culture Change: A Model for the Woodland to Oneota Transformation in the Upper Midwest,2006,71,3,439,Theler,13LA1,http://www.jstor.org/stable/40035360,Iowa,Louisa,,
Collapse of Crucial Resources and Culture Change: A Model for the Woodland to Oneota Transformation in the Upper Midwest,2006,71,3,439,Theler,47IA80,http://www.jstor.org/stable/40035360,Wisconsin,Iowa,,
Collapse of Crucial Resources and Culture Change: A Model for the Woodland to Oneota Transformation in the Upper Midwest,2006,71,3,440,Theler,47DR83,http://www.jstor.org/stable/40035360,Wisconsin,Door,,
Collapse of Crucial Resources and Culture Change: A Model for the Woodland to Oneota Transformation in the Upper Midwest,2006,71,3,440,Theler,47WN350,http://www.jstor.org/stable/40035360,Wisconsin,Winnebago,,
Collapse of Crucial Resources and Culture Change: A Model for the Woodland to Oneota Transformation in the Upper Midwest,2006,71,3,441,Theler,47VE825,http://www.jstor.org/stable/40035360,Wisconsin,Vernon,,
Collapse of Crucial Resources and Culture Change: A Model for the Woodland to Oneota Transformation in the Upper Midwest,2006,71,3,441,Theler,47LC42,http://www.jstor.org/stable/40035360,Wisconsin,La Crosse,,
Collapse of Crucial Resources and Culture Change: A Model for the Woodland to Oneota Transformation in the Upper Midwest,2006,71,3,444,Theler,47VE927,http://www.jstor.org/stable/40035360,Wisconsin,Vernon,,
Collapse of Crucial Resources and Culture Change: A Model for the Woodland to Oneota Transformation in the Upper Midwest,2006,71,3,447,Theler,47VE63,http://www.jstor.org/stable/40035360,Wisconsin,Vernon,,
Collapse of Crucial Resources and Culture Change: A Model for the Woodland to Oneota Transformation in the Upper Midwest,2006,71,3,448,Theler,47CR569,http://www.jstor.org/stable/40035360,Wisconsin,Crawford,,
Collapse of Crucial Resources and Culture Change: A Model for the Woodland to Oneota Transformation in the Upper Midwest,2006,71,3,452,Theler,47IA80,http://www.jstor.org/stable/40035360,Wisconsin,Iowa,,
Collapse of Crucial Resources and Culture Change: A Model for the Woodland to Oneota Transformation in the Upper Midwest,2006,71,3,243,Theler,21GD4,http://www.jstor.org/stable/40035360,Minnesota,Goodhue,,
Collapse of Crucial Resources and Culture Change: A Model for the Woodland to Oneota Transformation in the Upper Midwest,2006,71,3,453,Theler,47GT53,http://www.jstor.org/stable/40035360,Wisconsin,Grant,,
Collapse of Crucial Resources and Culture Change: A Model for the Woodland to Oneota Transformation in the Upper Midwest,2006,71,3,454,Theler,47GT377,http://www.jstor.org/stable/40035360,Wisconsin,Grant,,
Collapse of Crucial Resources and Culture Change: A Model for the Woodland to Oneota Transformation in the Upper Midwest,2006,71,3,454,Theler,11OK21,http://www.jstor.org/stable/40035360,Illinois,Ogle,,
Collapse of Crucial Resources and Culture Change: A Model for the Woodland to Oneota Transformation in the Upper Midwest,2006,71,3,456,Theler,47DA642,http://www.jstor.org/stable/40035360,Wisconsin,Dane,,
Collapse of Crucial Resources and Culture Change: A Model for the Woodland to Oneota Transformation in the Upper Midwest,2006,71,3,456,Theler,47DO47,http://www.jstor.org/stable/40035360,Wisconsin,Dodge,,
Collapse of Crucial Resources and Culture Change: A Model for the Woodland to Oneota Transformation in the Upper Midwest,2006,71,3,456,Theler,47WI110,http://www.jstor.org/stable/40035360,Wisconsin,Washington,,
Collapse of Crucial Resources and Culture Change: A Model for the Woodland to Oneota Transformation in the Upper Midwest,2006,71,3,456,Theler,11S47,http://www.jstor.org/stable/40035360,Illinois,Mason,,
Collapse of Crucial Resources and Culture Change: A Model for the Woodland to Oneota Transformation in the Upper Midwest,2006,71,3,456,Theler,11MS517,http://www.jstor.org/stable/40035360,Illinois,Mason,,
Collapse of Crucial Resources and Culture Change: A Model for the Woodland to Oneota Transformation in the Upper Midwest,2006,71,3,456,Theler,11MO608,http://www.jstor.org/stable/40035360,Illinois,Monroe,,
Collapse of Crucial Resources and Culture Change: A Model for the Woodland to Oneota Transformation in the Upper Midwest,2006,71,3,456,Theler,47VE643,http://www.jstor.org/stable/40035360,Wisconsin,Vernon,,
Collapse of Crucial Resources and Culture Change: A Model for the Woodland to Oneota Transformation in the Upper Midwest,2006,71,3,456,Theler,21GD4,http://www.jstor.org/stable/40035360,Minnesota,Goodhue,,
Collapse of Crucial Resources and Culture Change: A Model for the Woodland to Oneota Transformation in the Upper Midwest,2006,71,3,458,Theler,47PI2,http://www.jstor.org/stable/40035360,Wisconsin,Pepin,,
Collapse of Crucial Resources and Culture Change: A Model for the Woodland to Oneota Transformation in the Upper Midwest,2006,71,3,459,Theler,13DB486,http://www.jstor.org/stable/40035360,Iowa,Dubuque,,
Collapse of Crucial Resources and Culture Change: A Model for the Woodland to Oneota Transformation in the Upper Midwest,2006,71,3,459,Theler,11JD140,http://www.jstor.org/stable/40035360,Illinois,Jo Daviess,,
Collapse of Crucial Resources and Culture Change: A Model for the Woodland to Oneota Transformation in the Upper Midwest,2006,71,3,461,Theler,21HU18,http://www.jstor.org/stable/40035360,Minnesota,Houston,,
"Evaluating Mobility, Monumentality, and Feasting at the Sapelo Island Shell Ring Complex",2011,76,2,321,Thompson,9MC23,http://www.jstor.org/stable/41331892,Georgia,Mcintosh,,
The Adoption of the Bow and Arrow,2013,78,3,557,Tomka,16CD12,http://www.jstor.org/stable/43184897,Lousiana,Casso,,
Steatite Vessel Age and Occurence in Temperate Eastern North America,2004,69,3,498,Truncer,38BK984,http://www.jstor.org/stable/4128403,South Carolina,Berkeley,,
Steatite Vessel Age and Occurence in Temperate Eastern North America,2004,69,3,498,Truncer,9DW77,http://www.jstor.org/stable/4128403,Georgia,Dawson,,
Steatite Vessel Age and Occurence in Temperate Eastern North America,2004,69,3,498,Truncer,9RO20,http://www.jstor.org/stable/4128403,Georgia,Rockdale,,
Steatite Vessel Age and Occurence in Temperate Eastern North America,2004,69,3,498,Truncer,8WL1005,http://www.jstor.org/stable/4128403,Florida,Walton,,
Steatite Vessel Age and Occurence in Temperate Eastern North America,2004,69,3,499,Truncer,9CK713,http://www.jstor.org/stable/4128403,Georgia,Cherokee,,
Steatite Vessel Age and Occurence in Temperate Eastern North America,2004,69,3,501,Truncer,8WL1278,http://www.jstor.org/stable/4128403,Florida,Walton,,
A Second Drilled Tooth from Prehistoric Western North America,2004,69,2,357,Turner,NA9099,http://www.jstor.org/stable/4128425,Arizona,,"UNKNOWN STATE - JW Note, non-Smithsonian standard site number, NA is Museum of Northern Arizona","High, non-standard site number"
A Second Drilled Tooth from Prehistoric Western North America,2004,69,2,357,Turner,NA3501,http://www.jstor.org/stable/4128425,Arizona,,"UNKNOWN STATE - JW Note, non-Smithsonian standard site number, NA is Museum of Northern Arizona","High, non-standard site number"
"A Symmetry Analysis of Design Structure: 1,000 Years of Continuity and Change in Puebloan Ceramic Design",2010,75,4,751,Washburn,5MT4684,http://www.jstor.org/stable/25766230,Colorado,Montezuma,,
"A Symmetry Analysis of Design Structure: 1,000 Years of Continuity and Change in Puebloan Ceramic Design",2010,75,4,751,Washburn,5MT2193,http://www.jstor.org/stable/25766230,Colorado,Montezuma,,
"A Symmetry Analysis of Design Structure: 1,000 Years of Continuity and Change in Puebloan Ceramic Design",2010,75,4,751,Washburn,5MT2151,http://www.jstor.org/stable/25766230,Colorado,Montezuma,,
"A Symmetry Analysis of Design Structure: 1,000 Years of Continuity and Change in Puebloan Ceramic Design",2010,75,4,751,Washburn,5MT4475,http://www.jstor.org/stable/25766230,Colorado,Montezuma,,
"A Symmetry Analysis of Design Structure: 1,000 Years of Continuity and Change in Puebloan Ceramic Design",2010,75,4,751,Washburn,5MT5107,http://www.jstor.org/stable/25766230,Colorado,Montezuma,,
"A Symmetry Analysis of Design Structure: 1,000 Years of Continuity and Change in Puebloan Ceramic Design",2010,75,4,751,Washburn,5MT3868,http://www.jstor.org/stable/25766230,Colorado,Montezuma,,
"A Symmetry Analysis of Design Structure: 1,000 Years of Continuity and Change in Puebloan Ceramic Design",2010,75,4,751,Washburn,5MT23,http://www.jstor.org/stable/25766230,Colorado,Montezuma,,
"A Symmetry Analysis of Design Structure: 1,000 Years of Continuity and Change in Puebloan Ceramic Design",2010,75,4,751,Washburn,5MT2181,http://www.jstor.org/stable/25766230,Colorado,Montezuma,,
"A Symmetry Analysis of Design Structure: 1,000 Years of Continuity and Change in Puebloan Ceramic Design",2010,75,4,751,Washburn,5MT2182,http://www.jstor.org/stable/25766230,Colorado,Montezuma,,
"A Symmetry Analysis of Design Structure: 1,000 Years of Continuity and Change in Puebloan Ceramic Design",2010,75,4,751,Washburn,5MT2320,http://www.jstor.org/stable/25766230,Colorado,Montezuma,,
"A Symmetry Analysis of Design Structure: 1,000 Years of Continuity and Change in Puebloan Ceramic Design",2010,75,4,751,Washburn,5MT4477,http://www.jstor.org/stable/25766230,Colorado,Montezuma,,
"A Symmetry Analysis of Design Structure: 1,000 Years of Continuity and Change in Puebloan Ceramic Design",2010,75,4,752,Washburn,5MT4725,http://www.jstor.org/stable/25766230,Colorado,Montezuma,,
"A Symmetry Analysis of Design Structure: 1,000 Years of Continuity and Change in Puebloan Ceramic Design",2010,75,4,751,Washburn,5MT5106,http://www.jstor.org/stable/25766230,Colorado,Montezuma,,
"A Symmetry Analysis of Design Structure: 1,000 Years of Continuity and Change in Puebloan Ceramic Design",2010,75,4,753,Washburn,5MT9934,http://www.jstor.org/stable/25766230,Colorado,Montezuma,,
"A Symmetry Analysis of Design Structure: 1,000 Years of Continuity and Change in Puebloan Ceramic Design",2010,75,4,753,Washburn,5MT9942,http://www.jstor.org/stable/25766230,Colorado,Montezuma,,
"A Symmetry Analysis of Design Structure: 1,000 Years of Continuity and Change in Puebloan Ceramic Design",2010,75,4,753,Washburn,5MT8934,http://www.jstor.org/stable/25766230,Colorado,Montezuma,,
"A Symmetry Analysis of Design Structure: 1,000 Years of Continuity and Change in Puebloan Ceramic Design",2010,75,4,753,Washburn,5MT9924,http://www.jstor.org/stable/25766230,Coorado,Montezuma,,
"A Symmetry Analysis of Design Structure: 1,000 Years of Continuity and Change in Puebloan Ceramic Design",2010,75,4,753,Washburn,5MT2148,http://www.jstor.org/stable/25766230,Colorado,Montezuma,,
"A Symmetry Analysis of Design Structure: 1,000 Years of Continuity and Change in Puebloan Ceramic Design",2010,75,4,754,Washburn,5MT2149,http://www.jstor.org/stable/25766230,Colorado,Montezuma,,
"A Symmetry Analysis of Design Structure: 1,000 Years of Continuity and Change in Puebloan Ceramic Design",2010,75,4,753,Washburn,5MT2235,http://www.jstor.org/stable/25766230,Colorado,Montezuma,,
"A Symmetry Analysis of Design Structure: 1,000 Years of Continuity and Change in Puebloan Ceramic Design",2010,75,4,754,Washburn,5MT8651,http://www.jstor.org/stable/25766230,Colorado,Montezuma,,
"A Symmetry Analysis of Design Structure: 1,000 Years of Continuity and Change in Puebloan Ceramic Design",2010,75,4,754,Washburn,5MT10010,http://www.jstor.org/stable/25766230,Colorado,Montezuma,,
"A Symmetry Analysis of Design Structure: 1,000 Years of Continuity and Change in Puebloan Ceramic Design",2010,75,4,754,Washburn,5MT1,http://www.jstor.org/stable/25766230,Colorado,Montezuma,,
"A Symmetry Analysis of Design Structure: 1,000 Years of Continuity and Change in Puebloan Ceramic Design",2010,75,4,754,Washburn,5MT3,http://www.jstor.org/stable/25766230,Colorado,Montezuma,,
"A Symmetry Analysis of Design Structure: 1,000 Years of Continuity and Change in Puebloan Ceramic Design",2010,75,4,754,Washburn,5MT9943,http://www.jstor.org/stable/25766230,Colorado,Montezuma,,
"A Symmetry Analysis of Design Structure: 1,000 Years of Continuity and Change in Puebloan Ceramic Design",2010,75,4,755,Washburn,5MT1825,http://www.jstor.org/stable/25766230,Colorado,Washburn,,
"A Symmetry Analysis of Design Structure: 1,000 Years of Continuity and Change in Puebloan Ceramic Design",2010,75,4,755,Washburn,5MT4126,http://www.jstor.org/stable/25766230,Colorado,Montezuma,,
"A Symmetry Analysis of Design Structure: 1,000 Years of Continuity and Change in Puebloan Ceramic Design",2010,75,4,755,Washburn,5MT4802,http://www.jstor.org/stable/25766230,Colorado,Montezuma,,
"A Symmetry Analysis of Design Structure: 1,000 Years of Continuity and Change in Puebloan Ceramic Design",2010,75,4,755,Washburn,5MT3901,http://www.jstor.org/stable/25766230,Colorado,Montezuma,,
