"","title","year","volnum","issuenum","pagenum","primauth","st","ct","site","jstor","ststring","ctstring","comm","avoid"
"765","Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits",2012,77,1,104,"Taylor",41,"HR","80","http://www.jstor.org/stable/23486302","Texas","Harris","",""
"766","Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits",2012,77,1,104,"Taylor",41,"SP","1","http://www.jstor.org/stable/23486302","Texas","San Patricio","",""
"767","Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits",2012,77,1,104,"Taylor",41,"SP","78","http://www.jstor.org/stable/23486302","Texas","San Patricio","",""
"768","Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits",2012,77,1,104,"Taylor",41,"BT","1","http://www.jstor.org/stable/23486302","Texas","Burnet","",""
"769","Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits",2012,77,1,104,"Taylor",41,"BL","3","http://www.jstor.org/stable/23486302","Texas","Bell","",""
"770","Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits",2012,77,1,104,"Taylor",41,"BX","1","http://www.jstor.org/stable/23486302","Texas","Bexar","",""
"771","Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits",2012,77,1,104,"Taylor",41,"BX","952","http://www.jstor.org/stable/23486302","Texas","Bexar","",""
"772","Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits",2012,77,1,104,"Taylor",41,"BX","1672","http://www.jstor.org/stable/23486302","Texas","Bexar","",""
"773","Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits",2012,77,1,104,"Taylor",41,"CV","1","http://www.jstor.org/stable/23486302","Texas","Coryell","",""
"774","Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits",2012,77,1,104,"Taylor",41,"CV","14","http://www.jstor.org/stable/23486302","Texas","Coryell","",""
"775","Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits",2012,77,1,104,"Taylor",41,"WM","8","http://www.jstor.org/stable/23486302","Texas","Williamson","",""
"776","Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits",2012,77,1,104,"Taylor",41,"WM","9","http://www.jstor.org/stable/23486302","Texas","Williamson","",""
"777","Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits",2012,77,1,104,"Taylor",41,"WM","10","http://www.jstor.org/stable/23486302","Texas","Williamson","",""
"778","Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits",2012,77,1,104,"Taylor",41,"WM","15","http://www.jstor.org/stable/23486302","Texas","Williamson","",""
"779","Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits",2012,77,1,104,"Taylor",41,"WM","139","http://www.jstor.org/stable/23486302","Texas","Williamson","",""
"780","Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits",2012,77,1,104,"Taylor",41,"BT","55","http://www.jstor.org/stable/23486302","Texas","Burnet","",""
"781","Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits",2012,77,1,104,"Taylor",41,"HI","55","http://www.jstor.org/stable/23486302","Texas","Hill","",""
"782","Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits",2012,77,1,104,"Taylor",41,"WM","1","http://www.jstor.org/stable/23486302","Texas","Williamson","",""
"783","Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits",2012,77,1,104,"Taylor",41,"WM","230","http://www.jstor.org/stable/23486302","Texas","Williamson","",""
"784","Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits",2012,77,1,104,"Taylor",41,"WM","762","http://www.jstor.org/stable/23486302","Texas","Williamson","",""
"785","Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits",2012,77,1,104,"Taylor",41,"CV","7","http://www.jstor.org/stable/23486302","Texas","Coryell","",""
"786","Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits",2012,77,1,104,"Taylor",41,"CV","17","http://www.jstor.org/stable/23486302","Texas","Coryell","",""
"787","Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits",2012,77,1,104,"Taylor",41,"CV","1594","http://www.jstor.org/stable/23486302","Texas","Coryell","",""
"788","Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits",2012,77,1,104,"Taylor",41,"TV","88","http://www.jstor.org/stable/23486302","Texas","Travis","",""
"789","Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits",2012,77,1,104,"Taylor",41,"TV","134","http://www.jstor.org/stable/23486302","Texas","Travis","",""
"790","Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits",2012,77,1,104,"Taylor",41,"VV","74","http://www.jstor.org/stable/23486302","Texas","Val Verde","",""
"791","Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits",2012,77,1,104,"Taylor",41,"VV","82","http://www.jstor.org/stable/23486302","Texas","Val Verde","",""
"792","Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits",2012,77,1,104,"Taylor",41,"VV","83","http://www.jstor.org/stable/23486302","Texas","Val Verde","",""
"793","Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits",2012,77,1,104,"Taylor",41,"VV","87","http://www.jstor.org/stable/23486302","Texas","Val Verde","",""
"794","Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits",2012,77,1,104,"Taylor",41,"VV","99","http://www.jstor.org/stable/23486302","Texas","Val Verde","",""
"795","Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits",2012,77,1,104,"Taylor",41,"VV","113","http://www.jstor.org/stable/23486302","Texas","Val Verde","",""
"796","Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits",2012,77,1,104,"Taylor",41,"VV","162","http://www.jstor.org/stable/23486302","Texas","Val Verde","",""
"797","Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits",2012,77,1,104,"Taylor",41,"VV","546","http://www.jstor.org/stable/23486302","Texas","Val Verde","",""
"798","Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits",2012,77,1,104,"Taylor",41,"VV","620","http://www.jstor.org/stable/23486302","Texas","Val Verde","",""
"799","Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits",2012,77,1,104,"Taylor",41,"VV","674","http://www.jstor.org/stable/23486302","Texas","Val Verde","",""
"800","Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits",2012,77,1,104,"Taylor",41,"KM","140","http://www.jstor.org/stable/23486302","Texas","Val Verde","",""
"801","Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits",2012,77,1,105,"Taylor",41,"AN","14","http://www.jstor.org/stable/23486302 ","Texas","Anderson","",""
"802","Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits",2012,77,1,105,"Taylor",41,"AN","21","http://www.jstor.org/stable/23486302 ","Texas","Anderson","",""
"803","Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits",2012,77,1,105,"Taylor",41,"AN","32","http://www.jstor.org/stable/23486302","Texas","Anderson","",""
"804","Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits",2012,77,1,105,"Taylor",41,"BW","3","http://www.jstor.org/stable/23486302","Texas","Bowie","",""
"805","Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits",2012,77,1,105,"Taylor",41,"BW","4","http://www.jstor.org/stable/23486302","Texas","Bowie","",""
"806","Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits",2012,77,1,105,"Taylor",41,"BW","8","http://www.jstor.org/stable/23486302","Texas","Bowie","",""
"807","Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits",2012,77,1,105,"Taylor",41,"CP","3","http://www.jstor.org/stable/23486302","Texas","Camp","",""
"808","Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits",2012,77,1,105,"Taylor",41,"CP","5","http://www.jstor.org/stable/23486302","Texas","Camp","",""
"809","Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits",2012,77,1,105,"Taylor",41,"CS","8","http://www.jstor.org/stable/23486302","Texas","Cass","",""
"810","Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits",2012,77,1,105,"Taylor",41,"CS","10","http://www.jstor.org/stable/23486302","Texas","Cass","",""
"811","Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits",2012,77,1,105,"Taylor",41,"CS","23","http://www.jstor.org/stable/23486302","Texas","Cass","",""
"812","Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits",2012,77,1,105,"Taylor",41,"CS","26","http://www.jstor.org/stable/23486302","Texas","Cass","",""
"813","Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits",2012,77,1,105,"Taylor",41,"CE","3","http://www.jstor.org/stable/23486302","Texas","Cherokee","",""
"814","Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits",2012,77,1,105,"Taylor",41,"CE","4","http://www.jstor.org/stable/23486302","Texas","Cherokee","",""
"815","Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits",2012,77,1,105,"Taylor",41,"CE","6","http://www.jstor.org/stable/23486302","Texas","Cherokee","",""
"816","Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits",2012,77,1,105,"Taylor",41,"CE","12","http://www.jstor.org/stable/23486302","Texas","Cherokee","",""
"817","Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits",2012,77,1,105,"Taylor",41,"CE","17","http://www.jstor.org/stable/23486302","Texas","Cherokee","",""
"818","Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits",2012,77,1,105,"Taylor",41,"CE","19","http://www.jstor.org/stable/23486302","Texas","Cherokee","",""
"819","Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits",2012,77,1,105,"Taylor",41,"CE","290","http://www.jstor.org/stable/23486302","Texas","Cherokee","",""
"820","Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits",2012,77,1,105,"Taylor",41,"DT","6","http://www.jstor.org/stable/23486302","Texas","Delta","",""
"821","Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits",2012,77,1,105,"Taylor",41,"DT","11","http://www.jstor.org/stable/23486302","Texas","Delta","",""
"822","Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits",2012,77,1,105,"Taylor",41,"DT","80","http://www.jstor.org/stable/23486302","Texas","Delta","",""
"823","Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits",2012,77,1,105,"Taylor",41,"DT","124","http://www.jstor.org/stable/23486302","Texas","Delta","",""
"824","Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits",2012,77,1,105,"Taylor",41,"HS","13","http://www.jstor.org/stable/23486302","Texas","Harrison","",""
"825","Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits",2012,77,1,105,"Taylor",41,"HS","74","http://www.jstor.org/stable/23486302","Texas","Harrison","",""
"826","Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits",2012,77,1,105,"Taylor",41,"HE","46","http://www.jstor.org/stable/23486302","Texas","Henderson","",""
"827","Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits",2012,77,1,105,"Taylor",41,"HP","1","http://www.jstor.org/stable/23486302","Texas","Hopkins","",""
"828","Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits",2012,77,1,105,"Taylor",41,"HP","102","http://www.jstor.org/stable/23486302","Texas","Hopkins","",""
"829","Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits",2012,77,1,105,"Taylor",41,"LR","1","http://www.jstor.org/stable/23486302","Texas","Lamar","",""
"830","Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits",2012,77,1,105,"Taylor",41,"LR","4","http://www.jstor.org/stable/23486302","Texas","Lamar","",""
"831","Biological Relationships Between Foragers and Farmers of South-central North America: Nonmetric Dental Traits",2012,77,1,105,"Taylor",41,"MX","4","http://www.jstor.org/stable/23486302","Texas","Morris","",""
"833","Collapse of Crucial Resources and Culture Change: A Model for the Woodland to Oneota Transformation in the Upper Midwest",2006,71,3,436,"Theler",47,"VE","643","http://www.jstor.org/stable/40035360","Wisconsin","Vernon","",""
"834","Collapse of Crucial Resources and Culture Change: A Model for the Woodland to Oneota Transformation in the Upper Midwest",2006,71,3,436,"Theler",47,"GT","377","http://www.jstor.org/stable/40035360","Wisconsin","Grant","",""
"835","Collapse of Crucial Resources and Culture Change: A Model for the Woodland to Oneota Transformation in the Upper Midwest",2006,71,3,436,"Theler",13,"AM","103","http://www.jstor.org/stable/40035360","Illinois","Allamakee","",""
"836","Collapse of Crucial Resources and Culture Change: A Model for the Woodland to Oneota Transformation in the Upper Midwest",2006,71,3,436,"Theler",47,"JE","1","http://www.jstor.org/stable/40035360","Wisconsin","Jefferson","",""
"837","Collapse of Crucial Resources and Culture Change: A Model for the Woodland to Oneota Transformation in the Upper Midwest",2006,71,3,439,"Theler",11,"JD","12","http://www.jstor.org/stable/40035360","Illinois","Jo Davies","",""
"838","Collapse of Crucial Resources and Culture Change: A Model for the Woodland to Oneota Transformation in the Upper Midwest",2006,71,3,439,"Theler",11,"JD","140","http://www.jstor.org/stable/40035360","Illinois","Jo Davies","",""
"839","Collapse of Crucial Resources and Culture Change: A Model for the Woodland to Oneota Transformation in the Upper Midwest",2006,71,3,439,"Theler",47,"PE","12","http://www.jstor.org/stable/40035360","Wisconsin","Pepin","",""
"840","Collapse of Crucial Resources and Culture Change: A Model for the Woodland to Oneota Transformation in the Upper Midwest",2006,71,3,439,"Theler",47,"FD","10","http://www.jstor.org/stable/40035360","Wisconsin","Fond Du Lac","",""
"841","Collapse of Crucial Resources and Culture Change: A Model for the Woodland to Oneota Transformation in the Upper Midwest",2006,71,3,414,"Theler",13,"WD","8","http://www.jstor.org/stable/40035360","Iowa","Woodbury","",""
"842","Collapse of Crucial Resources and Culture Change: A Model for the Woodland to Oneota Transformation in the Upper Midwest",2006,71,3,439,"Theler",13,"WD","6","http://www.jstor.org/stable/40035360","Iowa","Woodbury","",""
"843","Collapse of Crucial Resources and Culture Change: A Model for the Woodland to Oneota Transformation in the Upper Midwest",2006,71,3,439,"Theler",11,"CK","4","http://www.jstor.org/stable/40035360","Illinois","Cherokee","",""
"844","Collapse of Crucial Resources and Culture Change: A Model for the Woodland to Oneota Transformation in the Upper Midwest",2006,71,3,439,"Theler",11,"CK","53","http://www.jstor.org/stable/40035360","Illinois","Cherokee","",""
"845","Collapse of Crucial Resources and Culture Change: A Model for the Woodland to Oneota Transformation in the Upper Midwest",2006,71,3,439,"Theler",13,"LA","1","http://www.jstor.org/stable/40035360","Iowa","Louisa","",""
"846","Collapse of Crucial Resources and Culture Change: A Model for the Woodland to Oneota Transformation in the Upper Midwest",2006,71,3,439,"Theler",47,"IA","80","http://www.jstor.org/stable/40035360","Wisconsin","Iowa","",""
"847","Collapse of Crucial Resources and Culture Change: A Model for the Woodland to Oneota Transformation in the Upper Midwest",2006,71,3,440,"Theler",47,"DR","83","http://www.jstor.org/stable/40035360","Wisconsin","Door","",""
"848","Collapse of Crucial Resources and Culture Change: A Model for the Woodland to Oneota Transformation in the Upper Midwest",2006,71,3,440,"Theler",47,"WN","350","http://www.jstor.org/stable/40035360","Wisconsin","Winnebago","",""
"849","Collapse of Crucial Resources and Culture Change: A Model for the Woodland to Oneota Transformation in the Upper Midwest",2006,71,3,441,"Theler",47,"VE","825","http://www.jstor.org/stable/40035360","Wisconsin","Vernon","",""
"850","Collapse of Crucial Resources and Culture Change: A Model for the Woodland to Oneota Transformation in the Upper Midwest",2006,71,3,441,"Theler",47,"LC","42","http://www.jstor.org/stable/40035360","Wisconsin","La Crosse","",""
"851","Collapse of Crucial Resources and Culture Change: A Model for the Woodland to Oneota Transformation in the Upper Midwest",2006,71,3,444,"Theler",47,"VE","927","http://www.jstor.org/stable/40035360","Wisconsin","Vernon","",""
"852","Collapse of Crucial Resources and Culture Change: A Model for the Woodland to Oneota Transformation in the Upper Midwest",2006,71,3,447,"Theler",47,"VE","63","http://www.jstor.org/stable/40035360","Wisconsin","Vernon","",""
"853","Collapse of Crucial Resources and Culture Change: A Model for the Woodland to Oneota Transformation in the Upper Midwest",2006,71,3,448,"Theler",47,"CR","569","http://www.jstor.org/stable/40035360","Wisconsin","Crawford","",""
"854","Collapse of Crucial Resources and Culture Change: A Model for the Woodland to Oneota Transformation in the Upper Midwest",2006,71,3,452,"Theler",47,"IA","80","http://www.jstor.org/stable/40035360","Wisconsin","Iowa","",""
"855","Collapse of Crucial Resources and Culture Change: A Model for the Woodland to Oneota Transformation in the Upper Midwest",2006,71,3,243,"Theler",21,"GD","4","http://www.jstor.org/stable/40035360","Minnesota","Goodhue","",""
"856","Collapse of Crucial Resources and Culture Change: A Model for the Woodland to Oneota Transformation in the Upper Midwest",2006,71,3,453,"Theler",47,"GT","53","http://www.jstor.org/stable/40035360","Wisconsin","Grant","",""
"857","Collapse of Crucial Resources and Culture Change: A Model for the Woodland to Oneota Transformation in the Upper Midwest",2006,71,3,454,"Theler",47,"GT","377","http://www.jstor.org/stable/40035360","Wisconsin","Grant","",""
"858","Collapse of Crucial Resources and Culture Change: A Model for the Woodland to Oneota Transformation in the Upper Midwest",2006,71,3,454,"Theler",11,"OK","21","http://www.jstor.org/stable/40035360","Illinois","Ogle","",""
"859","Collapse of Crucial Resources and Culture Change: A Model for the Woodland to Oneota Transformation in the Upper Midwest",2006,71,3,456,"Theler",47,"DA","642","http://www.jstor.org/stable/40035360","Wisconsin","Dane","",""
"860","Collapse of Crucial Resources and Culture Change: A Model for the Woodland to Oneota Transformation in the Upper Midwest",2006,71,3,456,"Theler",47,"DO","47","http://www.jstor.org/stable/40035360","Wisconsin","Dodge","",""
"861","Collapse of Crucial Resources and Culture Change: A Model for the Woodland to Oneota Transformation in the Upper Midwest",2006,71,3,456,"Theler",47,"WI","110","http://www.jstor.org/stable/40035360","Wisconsin","Washington","",""
"862","Collapse of Crucial Resources and Culture Change: A Model for the Woodland to Oneota Transformation in the Upper Midwest",2006,71,3,456,"Theler",11,"S","47","http://www.jstor.org/stable/40035360","Illinois","Mason","",""
"863","Collapse of Crucial Resources and Culture Change: A Model for the Woodland to Oneota Transformation in the Upper Midwest",2006,71,3,456,"Theler",11,"MS","517","http://www.jstor.org/stable/40035360","Illinois","Mason","",""
"864","Collapse of Crucial Resources and Culture Change: A Model for the Woodland to Oneota Transformation in the Upper Midwest",2006,71,3,456,"Theler",11,"MO","608","http://www.jstor.org/stable/40035360","Illinois","Monroe","",""
"865","Collapse of Crucial Resources and Culture Change: A Model for the Woodland to Oneota Transformation in the Upper Midwest",2006,71,3,456,"Theler",47,"VE","643","http://www.jstor.org/stable/40035360","Wisconsin","Vernon","",""
"866","Collapse of Crucial Resources and Culture Change: A Model for the Woodland to Oneota Transformation in the Upper Midwest",2006,71,3,456,"Theler",21,"GD","4","http://www.jstor.org/stable/40035360","Minnesota","Goodhue","",""
"867","Collapse of Crucial Resources and Culture Change: A Model for the Woodland to Oneota Transformation in the Upper Midwest",2006,71,3,458,"Theler",47,"PI","2","http://www.jstor.org/stable/40035360","Wisconsin","Pepin","",""
"868","Collapse of Crucial Resources and Culture Change: A Model for the Woodland to Oneota Transformation in the Upper Midwest",2006,71,3,459,"Theler",13,"DB","486","http://www.jstor.org/stable/40035360","Iowa","Dubuque","",""
"869","Collapse of Crucial Resources and Culture Change: A Model for the Woodland to Oneota Transformation in the Upper Midwest",2006,71,3,459,"Theler",11,"JD","140","http://www.jstor.org/stable/40035360","Illinois","Jo Daviess","",""
"870","Collapse of Crucial Resources and Culture Change: A Model for the Woodland to Oneota Transformation in the Upper Midwest",2006,71,3,461,"Theler",21,"HU","18","http://www.jstor.org/stable/40035360","Minnesota","Houston","",""
"871","Evaluating Mobility, Monumentality, and Feasting at the Sapelo Island Shell Ring Complex",2011,76,2,321,"Thompson",9,"MC","23","http://www.jstor.org/stable/41331892","Georgia","Mcintosh","",""
"872","The Adoption of the Bow and Arrow",2013,78,3,557,"Tomka",16,"CD","12","http://www.jstor.org/stable/43184897","Lousiana","Casso","",""
"873","Steatite Vessel Age and Occurence in Temperate Eastern North America",2004,69,3,498,"Truncer",38,"BK","984","http://www.jstor.org/stable/4128403","South Carolina","Berkeley","",""
"874","Steatite Vessel Age and Occurence in Temperate Eastern North America",2004,69,3,498,"Truncer",9,"DW","77","http://www.jstor.org/stable/4128403","Georgia","Dawson","",""
"875","Steatite Vessel Age and Occurence in Temperate Eastern North America",2004,69,3,498,"Truncer",9,"RO","20","http://www.jstor.org/stable/4128403","Georgia","Rockdale","",""
"876","Steatite Vessel Age and Occurence in Temperate Eastern North America",2004,69,3,498,"Truncer",8,"WL","1005","http://www.jstor.org/stable/4128403","Florida","Walton","",""
"877","Steatite Vessel Age and Occurence in Temperate Eastern North America",2004,69,3,499,"Truncer",9,"CK","713","http://www.jstor.org/stable/4128403","Georgia","Cherokee","",""
"878","Steatite Vessel Age and Occurence in Temperate Eastern North America",2004,69,3,501,"Truncer",8,"WL","1278","http://www.jstor.org/stable/4128403","Florida","Walton","",""
"881","A Symmetry Analysis of Design Structure: 1,000 Years of Continuity and Change in Puebloan Ceramic Design",2010,75,4,751,"Washburn",5,"MT","4684","http://www.jstor.org/stable/25766230","Colorado","Montezuma","",""
"882","A Symmetry Analysis of Design Structure: 1,000 Years of Continuity and Change in Puebloan Ceramic Design",2010,75,4,751,"Washburn",5,"MT","2193","http://www.jstor.org/stable/25766230","Colorado","Montezuma","",""
"883","A Symmetry Analysis of Design Structure: 1,000 Years of Continuity and Change in Puebloan Ceramic Design",2010,75,4,751,"Washburn",5,"MT","2151","http://www.jstor.org/stable/25766230","Colorado","Montezuma","",""
"884","A Symmetry Analysis of Design Structure: 1,000 Years of Continuity and Change in Puebloan Ceramic Design",2010,75,4,751,"Washburn",5,"MT","4475","http://www.jstor.org/stable/25766230","Colorado","Montezuma","",""
"885","A Symmetry Analysis of Design Structure: 1,000 Years of Continuity and Change in Puebloan Ceramic Design",2010,75,4,751,"Washburn",5,"MT","5107","http://www.jstor.org/stable/25766230","Colorado","Montezuma","",""
"886","A Symmetry Analysis of Design Structure: 1,000 Years of Continuity and Change in Puebloan Ceramic Design",2010,75,4,751,"Washburn",5,"MT","3868","http://www.jstor.org/stable/25766230","Colorado","Montezuma","",""
"887","A Symmetry Analysis of Design Structure: 1,000 Years of Continuity and Change in Puebloan Ceramic Design",2010,75,4,751,"Washburn",5,"MT","23","http://www.jstor.org/stable/25766230","Colorado","Montezuma","",""
"888","A Symmetry Analysis of Design Structure: 1,000 Years of Continuity and Change in Puebloan Ceramic Design",2010,75,4,751,"Washburn",5,"MT","2181","http://www.jstor.org/stable/25766230","Colorado","Montezuma","",""
"889","A Symmetry Analysis of Design Structure: 1,000 Years of Continuity and Change in Puebloan Ceramic Design",2010,75,4,751,"Washburn",5,"MT","2182","http://www.jstor.org/stable/25766230","Colorado","Montezuma","",""
"890","A Symmetry Analysis of Design Structure: 1,000 Years of Continuity and Change in Puebloan Ceramic Design",2010,75,4,751,"Washburn",5,"MT","2320","http://www.jstor.org/stable/25766230","Colorado","Montezuma","",""
"891","A Symmetry Analysis of Design Structure: 1,000 Years of Continuity and Change in Puebloan Ceramic Design",2010,75,4,751,"Washburn",5,"MT","4477","http://www.jstor.org/stable/25766230","Colorado","Montezuma","",""
"892","A Symmetry Analysis of Design Structure: 1,000 Years of Continuity and Change in Puebloan Ceramic Design",2010,75,4,752,"Washburn",5,"MT","4725","http://www.jstor.org/stable/25766230","Colorado","Montezuma","",""
"893","A Symmetry Analysis of Design Structure: 1,000 Years of Continuity and Change in Puebloan Ceramic Design",2010,75,4,751,"Washburn",5,"MT","5106","http://www.jstor.org/stable/25766230","Colorado","Montezuma","",""
"894","A Symmetry Analysis of Design Structure: 1,000 Years of Continuity and Change in Puebloan Ceramic Design",2010,75,4,753,"Washburn",5,"MT","9934","http://www.jstor.org/stable/25766230","Colorado","Montezuma","",""
"895","A Symmetry Analysis of Design Structure: 1,000 Years of Continuity and Change in Puebloan Ceramic Design",2010,75,4,753,"Washburn",5,"MT","9942","http://www.jstor.org/stable/25766230","Colorado","Montezuma","",""
"896","A Symmetry Analysis of Design Structure: 1,000 Years of Continuity and Change in Puebloan Ceramic Design",2010,75,4,753,"Washburn",5,"MT","8934","http://www.jstor.org/stable/25766230","Colorado","Montezuma","",""
"897","A Symmetry Analysis of Design Structure: 1,000 Years of Continuity and Change in Puebloan Ceramic Design",2010,75,4,753,"Washburn",5,"MT","9924","http://www.jstor.org/stable/25766230","Coorado","Montezuma","",""
"898","A Symmetry Analysis of Design Structure: 1,000 Years of Continuity and Change in Puebloan Ceramic Design",2010,75,4,753,"Washburn",5,"MT","2148","http://www.jstor.org/stable/25766230","Colorado","Montezuma","",""
"899","A Symmetry Analysis of Design Structure: 1,000 Years of Continuity and Change in Puebloan Ceramic Design",2010,75,4,754,"Washburn",5,"MT","2149","http://www.jstor.org/stable/25766230","Colorado","Montezuma","",""
"900","A Symmetry Analysis of Design Structure: 1,000 Years of Continuity and Change in Puebloan Ceramic Design",2010,75,4,753,"Washburn",5,"MT","2235","http://www.jstor.org/stable/25766230","Colorado","Montezuma","",""
"901","A Symmetry Analysis of Design Structure: 1,000 Years of Continuity and Change in Puebloan Ceramic Design",2010,75,4,754,"Washburn",5,"MT","8651","http://www.jstor.org/stable/25766230","Colorado","Montezuma","",""
"902","A Symmetry Analysis of Design Structure: 1,000 Years of Continuity and Change in Puebloan Ceramic Design",2010,75,4,754,"Washburn",5,"MT","10010","http://www.jstor.org/stable/25766230","Colorado","Montezuma","",""
"903","A Symmetry Analysis of Design Structure: 1,000 Years of Continuity and Change in Puebloan Ceramic Design",2010,75,4,754,"Washburn",5,"MT","1","http://www.jstor.org/stable/25766230","Colorado","Montezuma","",""
"904","A Symmetry Analysis of Design Structure: 1,000 Years of Continuity and Change in Puebloan Ceramic Design",2010,75,4,754,"Washburn",5,"MT","3","http://www.jstor.org/stable/25766230","Colorado","Montezuma","",""
"905","A Symmetry Analysis of Design Structure: 1,000 Years of Continuity and Change in Puebloan Ceramic Design",2010,75,4,754,"Washburn",5,"MT","9943","http://www.jstor.org/stable/25766230","Colorado","Montezuma","",""
"906","A Symmetry Analysis of Design Structure: 1,000 Years of Continuity and Change in Puebloan Ceramic Design",2010,75,4,755,"Washburn",5,"MT","1825","http://www.jstor.org/stable/25766230","Colorado","Washburn","",""
"907","A Symmetry Analysis of Design Structure: 1,000 Years of Continuity and Change in Puebloan Ceramic Design",2010,75,4,755,"Washburn",5,"MT","4126","http://www.jstor.org/stable/25766230","Colorado","Montezuma","",""
"908","A Symmetry Analysis of Design Structure: 1,000 Years of Continuity and Change in Puebloan Ceramic Design",2010,75,4,755,"Washburn",5,"MT","4802","http://www.jstor.org/stable/25766230","Colorado","Montezuma","",""
"909","A Symmetry Analysis of Design Structure: 1,000 Years of Continuity and Change in Puebloan Ceramic Design",2010,75,4,755,"Washburn",5,"MT","3901","http://www.jstor.org/stable/25766230","Colorado","Montezuma","",""
